userId,(no genres listed),Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,IMAX,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western
1,0.0,0.7618395504462995,0.7415254169464396,0.6037648712076857,0.7054623445856901,0.7857457699078023,0.8299933065325821,0.0,0.7221565596018245,0.8052786073916678,0.0,1.0675700831106785,0.0,0.646334988801409,1.2485285456935955,0.6176879969195301,0.7675301714607471,0.9891669113204195,0.6725927091345492,0.7559289460184545
2,0.0,0.5680909018170179,0.7637626158259733,0.0,0.0,0.816496580927726,0.8563488385776752,1.1547005383792517,0.820240280434373,0.0,0.0,0.0,0.6454972243679028,0.0,0.0,0.0,0.8539125638299665,0.8881941729649485,0.0,0.0
3,0.0,1.8590438284354558,1.992029572617289,0.0,0.0,1.5,0.0,0.0,1.0,2.0155644370746373,0.0,0.3720119045714225,0.0,0.0,0.0,0.0,1.3469542361512192,1.6511179473891249,0.0,0.0
4,0.0,1.4059397805975429,1.3958065274489029,0.8944271909999159,1.2292725943057181,1.2463164545988046,1.2101187811068237,1.4142135623730951,1.321975433818287,1.454977341516866,1.4142135623730951,0.4999999999999999,0.0,1.095445115010332,1.343995576879603,1.4367065921129938,1.696699112626596,1.3695011603372256,1.8126539343499313,1.1352924243950933
5,0.0,0.7817359599705715,1.0350983390135313,0.816496580927726,0.7817359599705718,0.915475416434127,0.8348471099367218,0.0,1.0408329997330665,0.8997354108424372,0.0,0.0,1.1547005383792515,0.8944271909999159,0.0,1.2210278829367867,0.7071067811865476,0.8819171036881968,2.0816659994661326,2.8284271247461903
6,0.0,0.9018004477815743,0.8401356658869342,0.9168747682531899,0.7954542451072873,0.8801438339010026,1.016667814666202,0.0,0.8098824347198987,0.7605665904189708,0.7071067811865476,0.5619514869490164,0.5773502691896257,0.8348471099367218,1.162919151265879,0.7856107592251725,1.030487633067356,0.9212876052700544,0.90033663737852,0.9816498172140428
7,0.0,1.336283009600149,1.3848789072337366,1.318194736234887,1.292837411057002,1.3361471160191376,1.1838658967714466,0.0,1.3212761545913592,1.4870986687482726,0.3535533905932738,1.457737973711325,1.45695822614352,0.9013878188659973,1.2185606714029917,1.3591960098173659,1.4163164833300432,1.1158031238958246,1.484133253839262,0.0
8,0.0,0.9847319278346618,1.3684762594679063,0.0,0.9574271077563382,0.883627241233132,1.0540925533894598,0.0,0.9763280054720371,0.5,0.0,0.7071067811865476,0.7071067811865476,0.0,1.0,0.7595545253127499,0.5,0.8563488385776752,1.1547005383792517,2.8284271247461903
9,0.0,1.246423454758225,1.3165611772087662,0.0,0.0,1.2909944487358056,1.0690449676496976,0.0,0.9783367810436532,0.0,0.0,0.4472135954999579,0.0,0.0,1.0,1.7224014243685086,1.3093073414159542,1.2135597524338357,0.7071067811865476,0.0
10,0.0,1.3114877048604001,1.0495774879568474,0.5814595756329396,1.0593643128087462,1.1002198004116206,1.757766648262388,0.0,1.2179377886263347,0.9500386989021893,0.0,1.7677669529663689,1.2224078884528002,1.1726039399558572,1.4433756729740645,0.9176008620262636,1.4142135623730951,1.539022333687768,0.8660254037844386,0.0
11,0.0,0.9118119138197169,0.7047921864945659,0.0,0.0,1.164500152881315,0.947330933431342,0.0,0.8681147322824311,0.0,0.0,0.0,0.0,0.0,0.5773502691896258,0.7250110520819842,1.1785113019775793,0.7873751821205414,1.0327955589886444,1.4142135623730951
12,0.0,1.4142135623730951,0.0,0.0,0.0,0.7099894135268932,0.0,0.0,0.7274384280931733,0.8660254037844386,0.0,0.0,0.0,0.0,0.0,0.6181770435262515,0.8660254037844386,0.8660254037844386,0.0,0.0
